,Weight (kg),Height (m),Fat_Percentage,Water_Intake (liters),BMI,Physical exercise,Proteins,Calories,BMI_calc,cal_from_macros,protein_per_kg,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc
2266,116.9,2.0,29.920212753099964,3.08,29.22,0.0,122.61,2952.0,29.225,2456.2200000000003,1.048845166809239,1832.28,81.92327129162615,821.1031999999999,1.1734983349792044e+20
2267,69.78,1.72,21.4759870026587,2.3,23.59,-0.02,103.46,2008.0,23.587074094104924,2075.56,1.4826597879048438,569.2,54.79405626954476,632.58,1.3831890026702548e+18
2268,70.36,1.55,32.91527110563689,1.5,29.29,-0.01,112.81,2030.0,29.28616024973985,2257.59,1.603325753268903,1281.3200000000002,47.20081525007389,600.423,9.314536593147778e+19
2269,70.34,1.67,28.030463670798927,1.8,25.22,-0.03,66.88,1897.0,25.22141346050414,1340.33,0.9508103497298832,784.81,50.62337185396003,642.4728,8.483052217826183e+19
2270,86.85,1.76,28.5941095825596,3.49,28.04,2.02,138.29,2735.0,28.03783574380165,2775.59,1.5922855497985031,615.6700000000001,62.01601582754698,1326.73,1.2600871767212007e+20
2271,64.05,1.52,30.728781341781453,2.08,27.72,-0.02,81.11,1760.0,27.72247229916897,1635.11,1.2663544106167055,488.79,44.36821555058898,799.0251999999999,6.594718758783464e+19
2272,54.3,1.75,22.636876330071907,3.59,17.73,0.96,131.71,1672.0,17.73061224489796,2634.31,2.4255985267034994,1118.61,42.00817615277095,401.3184,3.826330078302369e+18
2273,101.36,1.67,35.0,2.9,36.34,0.02,125.39,2779.0,36.34407831044498,2494.66,1.237075769534333,2312.18,65.884,355.94800000000004,6.166753167471928e+19
2274,44.5,1.72,19.80848257275528,1.79,15.04,0.01,71.63,1203.0,15.041914548404543,1420.66,1.6096629213483145,-217.79999999999995,35.685225255123896,976.652,5.3422024289326014e+19
2275,58.63,1.59,26.075829496312902,1.92,23.19,0.01,80.05,1434.0,23.191329456904395,1604.21,1.3653419750980726,364.8,43.34174116631174,766.2384000000001,9.653749015341518e+19
2276,65.28,1.51,27.648234016900577,2.71,28.63,0.01,84.99,1858.0,28.630323231437217,1700.97,1.3019301470588234,-789.54,47.23123283376731,1344.025,1.1716525947543426e+20
2277,60.52,1.55,24.79910287462331,1.61,25.19,-0.0,79.44,1524.0,25.190426638917792,1585.12,1.3126239259748842,-192.0,45.51158294027798,944.32,1.1703357697750478e+20
2278,76.44,1.82,19.59855717973727,2.78,23.08,0.01,75.41,2257.0,23.07692307692308,1516.38,0.9865253793825224,807.4000000000001,61.45886289180884,1043.259,7.77241680004972e+19
2279,66.45,1.72,27.475008194545765,2.0,22.46,0.04,92.63,1998.0,22.461465657111955,1861.27,1.3939804364183594,1022.98,48.19285705472434,784.7256000000001,9.37719436977352e+19
2280,71.46,1.68,26.897175327218548,2.5,25.32,0.01,119.84,1833.0,25.31887755102041,2393.04,1.6770221102714808,804.3399999999999,52.23927851116962,607.6512,7.561608152022479e+18
2281,61.34,1.76,23.165883707285342,2.7,19.8,-0.02,74.71,1770.0,19.802427685950416,1477.86,1.217965438539289,-350.96000000000004,47.13004693395118,1290.9282,1.0077390484760442e+20
2282,62.73,1.92,19.91151275601892,3.6,17.02,1.99,124.74,1710.0,17.0166015625,2497.41,1.988522238163558,964.88,50.239508048149325,816.8091999999999,1.12429514740643e+20
2283,69.18,1.6,30.31501365131211,1.99,27.02,-0.02,123.55,1952.0,27.0234375,2460.8500000000004,1.7859207863544375,492.78,48.20807355602229,896.3190000000002,5.615244476376647e+19
2284,101.87,1.72,34.57289300442756,1.99,34.43,-0.01,93.71,2690.0,34.43415359653867,1872.23,0.919897909099833,1976.55,66.65059389638965,600.0318,1.3735991986066593e+20
2285,62.01,1.52,26.147662104477515,2.6,26.84,3.98,135.3,1739.0,26.839508310249307,2697.29,2.1819061441702954,845.57,45.795834729013485,657.36,1.2240342337537278e+20
2286,105.86,1.62,35.0,3.2,40.34,0.0,108.52,2699.0,40.33683889650967,2159.66,1.0251275269223503,1352.6,68.809,947.2944,8.30609110196172e+19
2287,55.2,1.52,26.77602156043336,1.99,23.89,0.96,74.56,1480.0,23.89196675900277,1491.91,1.3507246376811597,174.04999999999995,40.41963609864079,1059.68,1.0402779282882213e+20
2288,103.34,1.89,31.329603636251857,3.07,28.93,1.0,113.72,2766.0,28.92976120489348,2282.69,1.100445132572092,2231.89,70.96398760229734,395.388,1.2488959656989988e+20
2289,70.04,1.72,27.098502992613096,1.98,23.67,-0.03,98.99,2079.0,23.674959437533808,1989.23,1.413335237007424,886.6199999999999,51.0602085039738,903.6872,1.2020312710682635e+20
2290,55.18,1.72,19.818445197313,3.58,18.65,-0.02,121.98,1679.0,18.651974040021635,2426.25,2.210583544762595,306.20000000000005,44.24418194012269,999.6272,8.552759101925135e+19
2291,49.18,1.5,24.305754837864725,1.51,21.86,-0.02,107.42,1415.0,21.857777777777777,2138.32,2.184221228141521,-101.74,37.22642977073813,842.973,1.260368081323322e+20
2292,76.03,1.72,26.14773665854229,1.91,25.7,0.0,69.59,2020.0,25.69970254191455,1399.9,0.915296593449954,1156.8200000000002,56.1498758185103,709.4612000000001,1.1383483356766491e+20
2293,89.04,1.87,26.02806831229244,3.5,25.46,1.02,82.57,2423.0,25.46255254654121,1656.39,0.927336028751123,520.3,65.86460797473482,1177.9032,1.1217564529940727e+20
2294,47.69,1.6,20.968318513901977,1.59,18.63,-0.0,108.27,1230.0,18.62890625,2158.03,2.2702872719647726,321.67999999999995,37.690208900720144,518.5649999999999,7.820327683855091e+19
2295,89.01,1.84,31.067466121979702,3.58,26.29,-0.01,124.11,2384.0,26.29076086956522,2477.9300000000003,1.3943377148634983,1348.06,61.35684840482587,1075.2768,1.4662126616789536e+20
2296,44.65,1.65,19.627723803882752,1.81,16.4,0.03,106.39,1350.0,16.40036730945822,2127.99,2.382754759238522,236.4000000000001,35.886221321566346,835.5944,1.09292113449341e+20
2297,61.59,1.54,27.43812827207484,2.7,25.97,0.04,90.15,1616.0,25.96980941136785,1806.34,1.4637116415002436,-408.8800000000001,44.69085679722911,1370.538,8.94001426758792e+19
2298,75.31,1.75,28.911668365485166,3.3,24.59,0.01,124.61,1896.0,24.591020408163267,2502.8,1.654627539503386,937.6,53.53662255395312,947.6516,9.99688016247085e+19
2299,77.99,1.65,27.194845145752844,1.6,28.65,1.99,128.08,2190.0,28.646464646464647,2553.59,1.6422618284395438,1098.8,56.78074027082735,848.5816,7.189756558484816e+19
2300,121.21,1.87,30.858090043987826,3.21,34.66,-0.01,99.85,3219.0,34.662129314535726,1992.93,0.8237769160960317,2267.81,83.80690905768235,956.1552,1.14375464015977e+20
2301,47.05,1.79,20.77127371183457,2.4,14.68,0.04,84.01,1354.0,14.684310726881185,1684.76,1.7855472901168972,-584.78,37.27711571858183,1074.6876,1.23337489312828e+20
2302,103.22,1.77,33.08076216271752,3.41,32.95,0.0,124.87,2495.0,32.94710970666156,2505.86,1.209746173222244,1298.19,69.07403729564298,819.2668,6.589947605531748e+19
2303,101.39,1.84,34.669834193740016,3.3,29.95,-0.01,68.17,2610.0,29.94742438563327,1360.92,0.6723542755695828,1484.62,66.238255110967,962.5344,1.5527548309645613e+20
2304,58.34,1.79,22.96551613983988,2.7,18.21,0.01,101.64,1570.0,18.20792110108923,2024.34,1.7422008913267055,-718.0,44.94191788401741,1168.7040000000002,1.2245819600886129e+20
2305,52.74,1.57,24.27295972597597,2.2,21.4,0.02,84.41,1376.0,21.39640553369305,1686.94,1.6004929844520286,80.0,39.938441040520274,891.3240000000001,5.36472314922006e+19
2306,102.52,1.72,35.0,2.01,34.65,-0.02,93.89,2736.0,34.65386695511087,1870.7,0.915821303160359,1744.7,66.638,608.8172,1.399256823109182e+20
2307,70.93,1.62,30.8481360950407,3.49,27.03,-0.01,130.49,1882.0,27.027130010669104,2618.4,1.839701113774144,1091.44,49.04941706778764,601.5960000000001,5.9337306752262455e+19
2308,70.81,1.55,33.269463231442344,2.71,29.47,0.01,118.13,1769.0,29.473465140478663,2356.23,1.668267193899167,1128.35,47.25189308581568,495.5678,6.732787780769423e+19
2309,121.09,1.87,32.401230158626724,3.2,34.63,-0.02,99.29,3346.0,34.627813205982434,1997.14,0.8199686183830209,2402.8,81.8553504009189,947.6016,1.1309193740528384e+20
2310,82.96,1.8,27.189578004894663,3.09,25.6,-0.02,87.55,2273.0,25.604938271604933,1750.02,1.055327868852459,1657.0,60.40352608713938,496.776,9.676001342408822e+19
2311,77.43,1.67,27.2458494974998,2.51,27.76,4.01,176.2,2223.0,27.76363440783105,3512.85,2.2756037711481336,732.6400000000001,56.33353873408591,779.6095999999999,7.682823234160842e+19
2312,116.98,1.79,35.0,3.42,36.51,1.03,117.26,3054.0,36.50947223869417,2355.67,1.0023935715506924,1974.9,76.037,697.82,8.43159333300323e+19
2313,106.98,1.81,33.14142104616097,2.51,32.65,0.99,105.41,2836.0,32.654680870547296,2126.59,0.9853243596934006,1439.32,71.52530776481699,972.8148,1.589227343044897e+20
2314,90.45,1.65,32.13255606124077,3.37,33.22,0.0,96.22,2461.0,33.223140495867774,1913.62,1.0637921503593144,1474.6,61.38610304260773,969.0284,9.41627125064152e+19
2315,74.69,1.8,23.12203540777165,3.7,23.05,0.02,70.49,2169.0,23.05246913580247,1400.71,0.943767572633552,813.9300000000001,57.42015175393536,928.723,6.655416395232469e+19
2316,82.48,1.95,24.617713736737084,3.51,21.69,0.01,111.0,2404.0,21.690992767915848,2228.15,1.345780795344326,428.0,62.17530970993925,1285.9199999999998,6.5677222698000966e+19
2317,55.6,1.99,19.75945533253616,3.01,14.04,0.97,76.51,1607.0,14.040049493699652,1527.37,1.3760791366906475,512.5999999999999,44.613742835109896,755.7287999999999,5.545177094532399e+19
2318,65.46,1.58,26.86444979635401,1.91,26.22,-0.03,80.24,1691.0,26.221759333440147,1605.0800000000002,1.2257867399938895,112.8900000000001,47.87453116330666,966.4908,5.48128603280437e+19
2319,88.49,1.61,33.033510984111764,3.5,34.14,3.98,159.48,2618.0,34.13834342810848,3179.15,1.8022375409650808,1150.47,59.25864613015951,1316.2256,8.661293431052037e+19
2320,72.65,1.55,31.39946969522852,2.01,30.24,0.01,75.76,1894.0,30.23933402705515,1508.49,1.0428079834824502,1064.67,49.83828526641648,617.8199999999999,1.2956292616471424e+20
2321,57.81,1.71,18.54490246273277,2.71,19.77,-0.0,77.2,1774.0,19.77018569816354,1540.27,1.3354090987718388,-898.04,47.08919188629419,1283.5306,7.366695526977406e+19
2322,51.72,1.66,20.987470487003225,1.5,18.77,0.0,113.07,1251.0,18.76905211206271,2268.24,2.186194895591647,-551.9000000000001,40.865280264121935,1042.9404,8.645138368201236e+19
2323,124.7,1.82,35.0,3.2,37.65,0.04,111.94,3176.0,37.64641951455138,2245.42,0.8976744186046511,2268.8,81.055,925.7724,1.2847325220828448e+20
2324,64.87,1.51,25.04177073349004,2.7,28.45,-0.02,85.7,1803.0,28.45050655672997,1702.99,1.3211037459534454,-795.5999999999999,48.62540332518502,1320.1552,1.1567176191917533e+20
2325,78.79,1.93,24.00848393687305,3.32,21.15,0.96,127.85,2023.0,21.152245697871088,2568.1,1.6226678512501584,1218.53,59.87371550613773,878.2536,1.0872328176363332e+20
2326,76.43,1.93,27.09006735756322,3.39,20.52,-0.01,109.33,1945.0,20.518671642191737,2185.16,1.430459243752453,1341.1,55.72506151861444,448.2402,1.2858757455910022e+20
2327,115.82,2.0,29.42155399345217,3.1,28.96,-0.01,122.65,2762.0,28.955,2452.78,1.058970816784666,1748.16,81.7439561647837,834.4859999999999,1.1603702880826206e+20
2328,125.34,1.66,35.0,3.39,45.49,4.0,173.51,3430.0,45.48555668456961,3484.5,1.3843146641136108,2429.2,81.471,1000.5776,1.0867394119903512e+20
2329,100.66,1.91,28.540886460258605,2.68,27.59,-0.02,105.01,2643.0,27.59244538252789,2094.6800000000003,1.043214782435923,862.48,71.93074368910368,924.156,7.208656971047602e+19
2330,85.51,1.86,28.51676831066576,3.5,24.72,0.02,101.84,2401.0,24.71673025783328,2034.09,1.1909718161618523,694.0899999999999,61.12531141754971,590.4327999999999,3.810741781058857e+17
2331,52.54,1.66,21.11022599867915,1.7,19.07,3.01,123.39,1513.0,19.066627957613587,2456.97,2.348496383707652,294.81999999999994,41.44868726029397,870.1278,7.258694578491411e+19
2332,42.28,1.64,20.16950253542637,2.32,15.72,-0.03,103.23,1278.0,15.719809637120765,2054.24,2.4415799432355723,320.4,33.75233432802173,906.0758,6.929681266623179e+19
2333,68.42,1.69,27.463288380561146,2.5,23.96,-0.02,106.6,1827.0,23.95574384650397,2127.76,1.5580239695995322,1075.97,49.62961809002007,524.4912,7.70103363461224e+19
2334,61.64,1.76,20.548560103743323,2.7,19.9,-0.01,73.95,1794.0,19.89927685950413,1475.37,1.1997079818299805,-313.6199999999999,48.97386755205261,1279.0800000000002,9.778943096713544e+19
2335,109.22,1.78,34.41805084226158,3.3,34.47,0.02,71.53,2819.0,34.4716576189875,1436.3,0.6549166819263871,2153.5,71.62860487008192,379.9510000000001,7.765068814035491e+19
2336,85.19,1.82,25.52467285223747,3.49,25.72,0.99,135.33,2378.0,25.718512256973792,2700.3500000000004,1.5885667331846465,525.3800000000001,63.445531197178894,1273.768,1.0355400034209854e+20
2337,84.56,1.99,23.32656833934302,3.51,21.35,-0.01,69.88,2188.0,21.3529961364612,1410.84,0.8263954588457899,-369.73,64.83505381225154,1241.1502,8.003253582627902e+19
2338,61.42,1.58,22.925715251766576,2.71,24.6,2.02,136.44,1865.0,24.60342893767024,2732.07,2.221426245522631,-324.5799999999999,47.33902569236497,1377.8908,1.3150397046023332e+20
2339,89.76,1.7,31.77507965443782,2.73,31.06,2.96,121.21,2314.0,31.05882352941177,2429.5,1.3503787878787876,1593.71,61.238688502176615,551.0236,6.195308834409492e+19
2340,54.46,1.72,17.53068666996016,2.92,18.41,0.01,68.17,1475.0,18.408599242833965,1350.41,1.2517443995593096,674.2,44.9127880395397,609.0812000000001,5.997833060814807e+19
2341,93.29,1.66,33.19377691373568,2.18,33.85,0.02,80.78,2595.0,33.85469589200174,1618.96,0.8659020259406153,1390.5,62.32352551717599,968.8914,9.405402247536504e+19
2342,55.38,1.61,21.26729054279549,2.7,21.36,-0.02,108.75,1582.0,21.36491647698777,2195.4700000000003,1.9637053087757312,379.8800000000001,43.60217449739986,1027.18,5.830132703812806e+19
2343,39.81,1.65,19.14691989497799,2.49,14.62,-0.0,87.94,1109.0,14.622589531680443,1757.75,2.208992715398141,-263.79999999999995,32.18761118980927,730.1008,8.855170803457583e+19
2344,71.29,1.62,31.649417131116827,1.81,27.16,0.01,87.1,2065.0,27.164304221917387,1737.7,1.2217702342544534,1589.8,48.72713052722683,372.6756,7.70285675713063e+19
2345,72.14,1.58,28.69535999386242,2.1,28.9,-0.02,97.64,1925.0,28.897612562089403,1958.14,1.353479345716662,370.0,51.43916730042765,847.0039999999999,1.061834920577945e+20
2346,57.53,1.67,21.128654894454577,2.38,20.63,-0.01,85.49,1623.0,20.628204668507298,1702.86,1.4860073005388492,494.4000000000001,45.37468483922028,792.7559999999999,8.195699534075412e+19
2347,57.36,2.0,18.72358952593629,3.01,14.34,-0.01,124.0,1516.0,14.34,2486.99,2.161785216178522,-229.29999999999995,46.62014904792294,878.5391999999999,5.728126062202567e+19
2348,57.59,1.56,28.6989433294058,2.21,23.66,-0.01,79.13,1340.0,23.664529914529915,1581.98,1.3740232679284596,803.69,41.0622785365952,448.6672,1.2959171102863837e+20
2349,79.84,1.59,30.59755772626051,1.5,31.58,0.02,101.28,2154.0,31.581029231438627,2022.17,1.2685370741482966,1157.92,55.410909911353606,980.5727999999998,9.77444745651743e+19
2350,72.88,1.54,29.018112419498827,1.7,30.73,-0.03,89.5,1828.0,30.73030865238657,1790.25,1.2280461031833152,974.4,51.73159966866925,715.7629999999999,1.3305746156771616e+20
2351,68.0,1.55,29.715394096349804,2.19,28.3,-0.05,98.68,1872.0,28.303850156087407,1981.31,1.4511764705882353,346.6600000000001,47.79353201448214,1019.7966,1.1296428298220836e+20
2352,62.74,1.79,21.03256746317202,2.31,19.58,0.02,121.3,1798.0,19.58116163665304,2431.58,1.9333758367867389,443.27,49.54416717360588,1010.829,1.0510079034625824e+20
2353,54.42,1.6,21.17867868644456,3.21,21.26,2.01,128.92,1603.0,21.2578125,2582.87,2.368981991914737,110.16000000000008,42.89456305883687,820.2443999999999,1.1635092028183324e+20
2354,66.91,1.91,22.358201041881586,3.01,18.34,-0.02,93.3,1741.0,18.341054247416466,1854.9700000000005,1.3944104020325812,695.7,51.950127682877024,870.5563999999999,1.240005919971066e+20
2355,60.9,1.79,21.386217799928744,2.07,19.01,-0.02,80.36,1648.0,19.00689741268999,1597.14,1.3195402298850576,663.3,47.87579335984339,738.1024000000001,5.284298470966958e+19
2356,71.55,1.72,25.13160490331957,1.47,24.19,-0.0,112.72,1896.0,24.18537047052461,2256.72,1.575401816911251,1068.75,53.56833669167485,856.5250000000001,7.265620191363139e+19
2357,47.28,1.77,18.657823984837545,2.58,15.09,0.02,122.86,1342.0,15.091448817389638,2469.0,2.5985617597292725,603.9,38.45858081996881,398.3666,4.906425415941898e+19
2358,43.86,1.65,19.05291439995651,1.8,16.11,0.0,106.86,1356.0,16.110192837465565,2133.17,2.436388508891929,-172.6500000000001,35.50339174417908,836.0351999999999,1.0976398687359608e+20
2359,71.65,1.64,28.50915301909657,1.68,26.64,0.01,100.37,1898.0,26.63964901844141,1999.51,1.400837404047453,831.51,51.22319186181731,816.738,1.2999528905095887e+20
2360,129.7,1.73,35.0,3.11,43.34,0.01,100.94,3389.0,43.33589495138494,2007.78,0.7782575173477255,2773.56,84.30499999999999,506.562,1.13475660872181e+20
2361,65.5,1.77,21.91544207143333,2.58,20.91,-0.02,114.64,1737.0,20.907146733058827,2308.19,1.7502290076335878,636.9000000000001,51.14538544321117,639.093,8.884061914861938e+19
2362,84.8,1.63,31.637462957406807,2.89,31.92,-0.04,105.3,2230.0,31.916895630245776,2103.11,1.241745283018868,1501.59,57.97143141211902,733.6438,1.170072560753792e+20
2363,62.9,1.77,21.48981643288271,3.3,20.08,3.01,164.14,1891.0,20.07724472533436,3282.93,2.609538950715421,135.4000000000001,49.38290546371678,912.5662,7.345682703222966e+19
2364,49.79,1.98,17.511325870079226,2.09,12.7,3.97,162.84,1528.0,12.70023466993164,3263.02,3.27053625225949,20.69000000000005,41.07111084928756,775.1316,6.82077349336425e+19
2365,72.95,1.67,30.05247410454347,1.9,26.16,0.98,73.49,2021.0,26.15726630571193,1468.19,1.0074023303632624,664.7,51.02672014073554,959.685,8.699767970767621e+19
2366,72.82,1.62,27.16944971271887,1.98,27.75,0.0,77.9,2062.0,27.747294619722595,1557.87,1.069761054655315,1220.3,53.03520671919812,814.1795999999999,8.242022192076186e+19
2367,66.35,1.85,25.387292635982647,3.21,19.39,1.03,118.77,1659.0,19.386413440467493,2361.41,1.7900527505651846,488.68000000000006,49.50553133602551,870.5096,1.3279253108266325e+20
2368,72.34,1.62,27.6096489445056,2.0,27.56,-0.02,77.92,1823.0,27.56439567139155,1561.1,1.0771357478573402,702.6099999999999,52.36717995354466,813.8753999999999,8.216902301723774e+19
2369,53.77,1.52,25.446777201720625,2.3,23.27,-0.01,95.95,1379.0,23.27302631578948,1928.22,1.784452296819788,131.56999999999994,40.08726789863482,693.6638,6.307635282745974e+19
2370,71.87,1.64,28.756908703670863,1.9,26.72,-0.02,69.2,1936.0,26.721445568114223,1392.35,0.9628495895366634,523.6199999999999,51.20240971467175,1014.1236,7.679185694126806e+19
2371,84.55,1.63,30.0551011982629,2.91,31.82,0.01,105.1,2335.0,31.822801008694345,2112.38,1.2430514488468365,1013.9,59.13841193686872,724.46,1.1450451730153256e+20
2372,57.71,1.99,18.241340666086305,3.09,14.57,0.01,80.74,1634.0,14.57286432160804,1603.82,1.3990642869520014,814.11,47.18292230160159,653.5482000000001,8.929629441503004e+19
2373,55.74,1.54,23.35425905867023,1.49,23.5,-0.02,122.54,1526.0,23.50312025636701,2445.49,2.198421241478292,583.54,42.72233600069721,701.4706000000001,5.063198508923167e+19
2374,94.82,1.62,33.394991027663735,3.59,36.13,0.02,89.08,2522.0,36.13016308489559,1776.95,0.9394642480489348,1680.3,63.154869507569245,802.854,7.35093096984671e+19
2375,58.02,1.72,23.275997506571134,3.09,19.61,-0.01,78.56,1589.0,19.61195240670633,1569.49,1.354015856601172,338.9200000000001,44.51526624668743,868.712,5.919246118876212e+19
2376,64.63,1.78,23.87749901057608,2.32,20.4,0.98,115.3,1707.0,20.39830829440727,2300.88,1.784001237815256,739.45,49.19797238946468,1016.4462,7.824023852476791e+19
2377,86.99,1.71,27.63685752490007,3.49,29.75,0.02,87.17,2485.0,29.74932457850279,1728.25,1.0020692033567078,550.5999999999999,62.948697639089424,1280.796,7.563579849686476e+19
2378,123.36,1.62,35.0,2.3,47.01,0.02,92.02,3265.0,47.0050297210791,1854.49,0.74594682230869,2293.81,80.184,1027.053,1.7075940735409704e+20
2379,47.61,1.52,19.550337138516067,1.59,20.61,0.0,70.03,1232.0,20.60682132963989,1418.52,1.470909472799832,67.23000000000002,38.302084488352506,701.2608,1.225129901586362e+20
2380,69.15,1.6,27.71887516832901,1.62,27.01,-0.0,83.09,1837.0,27.01171875,1663.18,1.201590744757773,1064.1,49.9823978211005,775.3355999999999,5.528802643095251e+19
2381,106.49,1.94,26.030018945824214,2.89,28.29,0.0,62.32,2681.0,28.29471782336061,1235.43,0.5852192694149686,1043.04,78.77063282459179,927.261,7.408879545757704e+19
2382,51.57,1.87,19.16900758134029,3.39,14.75,0.01,83.25,1259.0,14.7473476507764,1672.92,1.6143106457242582,-297.5,41.684542790302814,1024.7328,9.894196975606286e+19
2383,95.58,1.9,29.16080345816084,2.42,26.48,-0.01,97.64,2704.0,26.47645429362881,1945.9,1.0215526260724002,1270.02,67.70810405468987,999.194,6.092158093963998e+19
2384,49.38,1.61,20.34434392387148,2.48,19.05,0.02,77.04,1385.0,19.05019096485475,1543.62,1.560145808019441,-31.99000000000001,39.33396297039226,767.637,5.096090335790432e+19
2385,46.64,1.74,18.776782080894662,1.62,15.4,0.0,114.01,1362.0,15.40494120755714,2269.13,2.444468267581476,282.0,37.88250883747073,1044.03,8.255576191744193e+19
2386,58.16,1.59,25.407201301930066,1.9,23.01,-0.01,80.29,1760.0,23.00541908943475,1606.68,1.380502063273728,1047.85,43.38317172279748,767.8152000000001,9.817229390699043e+19
2387,74.22,1.77,27.20245071142508,2.61,23.69,3.02,136.09,1963.0,23.690510389734747,2724.0,1.833602802479116,578.3,54.0303410819803,868.0960000000001,6.679510661445156e+19
2388,97.25,1.71,35.0,2.9,33.26,1.0,109.51,2482.0,33.258096508327355,2192.2200000000003,1.1260668380462726,1928.1,63.212500000000006,411.0736,1.2750510931088366e+20
2389,76.97,1.77,23.745922665955646,2.1,24.57,-0.0,93.3,1988.0,24.568291359443325,1869.89,1.2121605820449526,1007.17,58.69276332401394,968.5648,9.957979310262175e+19
2390,44.44,1.62,21.65415000051072,1.6,16.93,0.98,95.31,1363.0,16.93339429964944,1917.04,2.1446894689468947,-31.63000000000011,34.81689573977304,926.3982,5.1547433197569925e+19
2391,61.6,1.77,20.71368350819311,2.34,19.66,0.01,94.62,1827.0,19.66229372147212,1881.57,1.536038961038961,520.2,48.840370958953045,909.3216,7.588737217380168e+19
2392,64.38,1.62,28.21588158450811,2.7,24.53,0.01,83.61,1950.0,24.531321444901685,1669.5300000000002,1.298695246971109,578.26,46.21461543589367,1284.4832,1.2161163359090377e+20
2393,55.75,1.56,26.32491072436767,2.71,22.91,-0.03,81.73,1725.0,22.90844838921761,1627.1800000000003,1.4660089686098656,-287.4000000000001,41.07386227116503,1212.0495999999998,9.132996867900005e+19
2394,75.91,1.61,29.231762447743645,2.6,29.29,1.02,79.95,2111.0,29.285135604336247,1602.21,1.053220919509946,813.9200000000001,53.720169125917806,897.777,5.690279524291097e+19
2395,103.13,1.66,35.0,3.09,37.43,0.0,89.75,2797.0,37.42560603861228,1776.36,0.8702608358382624,1910.19,67.0345,923.8228,7.637462529052443e+19
2396,65.34,1.71,26.131729173483645,2.91,22.35,2.01,117.66,2020.0,22.345337026777475,2360.08,1.800734618916437,615.48,48.26552815804578,986.4456,8.126644097469651e+19
2397,70.55,1.79,21.08115714638722,2.29,22.02,-0.01,119.5,1880.0,22.0186635872788,2388.34,1.693834160170092,1110.88,55.67724363322382,747.1382,8.475117565091154e+19
2398,91.31,1.7,35.0,2.7,31.6,2.97,121.78,2490.0,31.595155709342563,2426.09,1.3336983900996604,1777.2,59.3515,545.5998000000001,6.31682069699458e+19
2399,85.47,1.69,26.168301750005547,3.49,29.93,0.0,81.1,2476.0,29.92542277931445,1610.65,0.9488709488709488,-26.5,63.10395249427025,1212.155,7.935624500757027e+19
2400,57.63,1.58,25.460566829095235,2.19,23.09,-0.01,88.09,1684.0,23.085242749559363,1759.83,1.5285441610272428,211.53,42.95707533639242,997.1792000000002,1.2631801524805444e+20
2401,84.85,1.72,29.681954426466906,3.5,28.68,3.99,171.65,2337.0,28.681043807463496,3442.38,2.022981732469064,481.53,59.66486166914283,1283.38,1.1011282667406308e+20
2402,45.23,1.77,18.80709249133576,2.4,14.44,-0.01,94.55,1402.0,14.43710300360688,1897.47,2.09042670793721,371.46,36.72355206616883,724.9008,8.352960895639858e+19
2403,50.05,1.78,22.5492507867742,2.29,15.8,0.02,112.98,1284.0,15.796616588814542,2261.01,2.2573426573426576,723.0,38.76409998121951,598.264,9.04444714158298e+19
2404,54.91,1.78,19.04518138822061,2.0,17.33,0.01,81.87,1467.0,17.33051382401212,1646.83,1.4909852485885997,800.29,44.45229089972806,373.67,6.77665527301866e+19
2405,80.13,1.77,29.25026609266172,3.52,25.58,-0.04,84.79,2488.0,25.576941491908453,1697.56,1.0581554973168603,1050.59,56.69176177995016,1304.008,9.567393621269393e+19
2406,103.6,1.66,34.04332932108839,3.09,37.6,-0.0,89.04,2770.0,37.596167803745104,1773.11,0.8594594594594596,1464.39,68.33111082335242,909.348,7.590536979923069e+19
2407,67.89,1.8,22.294450120164385,3.3,20.95,0.01,118.29,1892.0,20.953703703703702,2369.56,1.7423773751657092,704.0,52.7542978134204,744.612,6.577239342558636e+19
2408,76.84,1.92,23.06316522466869,3.69,20.84,0.03,111.43,2061.0,20.84418402777778,2253.12,1.4501561686621551,965.69,59.11826384136458,847.2708,1.41100140211058e+20
2409,83.44,1.86,25.54370814300804,3.53,24.12,0.01,78.21,2170.0,24.1183951901954,1551.84,0.937320230105465,-19.579999999999927,62.126329925474096,1312.6652,8.848990593650798e+19
2410,89.08,1.72,35.0,3.2,30.11,-0.02,99.11,2394.0,30.110870740941053,1981.36,1.1125954198473282,1444.46,57.902,766.1952000000001,9.64930394524628e+19
2411,54.6,1.66,26.04237151140257,2.5,19.81,-0.01,97.9,1496.0,19.81419654521701,1967.41,1.793040293040293,676.11,40.3808651547742,871.596,8.946250251285946e+19
2412,98.62,1.88,29.085947665789465,2.22,27.9,-0.02,103.6,2605.0,27.90289723856949,2071.86,1.0504968566213748,1976.37,69.93543841199843,374.7328,1.0966449673416226e+20
2413,47.86,1.65,20.65774979835372,2.5,17.58,-0.01,97.99,1493.0,17.579430670339764,1952.35,2.047430004178855,760.4,37.97320094650791,742.59,5.9744531110255215e+19
2414,58.57,2.0,19.93624525110041,3.0,14.64,0.01,124.44,1680.0,14.6425,2494.39,2.124637186272836,264.02,46.893341156430495,871.3072000000001,5.697271533468364e+19
2415,108.34,1.8,33.826557646943115,2.51,33.44,1.02,98.61,2946.0,33.43827160493827,1969.14,0.9101901421450987,1953.23,71.69230744530184,1029.2592,1.4521554748590377e+20
