,Weight (kg),Height (m),Fat_Percentage,Water_Intake (liters),BMI,Physical exercise,Proteins,Calories,BMI_calc,cal_from_macros,protein_per_kg,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,
1995,55.06,1.78,19.305662311929700,1.98,17.38,-0.01,82.49,1268.0,17.377856331271300,1637.8100000000000,1.4981837994914600,724.0,44.43030233105150,374.572,69114246511682500000.0000000000000000000,
1996,59.25,1.66,25.15209666675200,3.19,21.5,0.02,93.97,1587.0,21.50166932791410,1884.63,1.5859915611814300,27.520000000000000,44.34738272494940,861.5136000000000,58903701005288800000.0000000000000000000,
1997,63.37,1.61,23.50341661530890,2.2,24.45,-0.01,101.91,1817.0,24.44735928397820,2050.05,1.6081742149282000,1096.4,48.47588489087880,729.34,120959763449840000000.00000000000000000000,
1998,44.69,1.72,18.359356853894400,1.84,15.11,-0.01,72.04,1548.0,15.106138453218000,1423.4200000000000,1.6119937346162500,-49.069999999999900,36.48520342199460,975.0832,52725225972712100000.0000000000000000000,
1999,42.92,1.53,16.725172815512600,2.41,18.33,2.0,124.78,1213.0,18.334828484770800,2488.24,2.907269338303820,-128.76,35.741555827582,932.68,57732672424176900000.0000000000000000000,
2000,44.92,1.77,18.09263483902740,3.59,14.34,-0.02,94.89,1360.0,14.338153148839700,1902.14,2.1124220837043600,-591.97,36.79278843030890,1012.5568,71743249583952500000.0000000000000000000,
2001,87.33,1.76,30.03555028506230,3.51,28.19,1.97,110.0,2336.0,28.192794421487600,2193.4300000000000,1.259590060689340,749.3600000000000,61.09995393605510,823.2240000000000,73351960379450100000.00000000000000000000,
2002,57.19,1.6,26.66438017378400,1.6,22.34,0.0,101.35,1606.0,22.33984375,2025.44,1.7721629655534200,1032.3200000000000,41.94064097861290,606.8772000000000,84059668134621300000.0000000000000000000,
2003,43.51,1.62,20.903278384712900,2.31,16.58,2.0,139.98,1250.0,16.579027587258000,2789.94,3.217191450241320,914.01,34.41498357481140,336.1206,52869184652516700000.000000000000000000,
2004,70.6,1.57,31.251604703508000,2.09,28.64,0.0,103.79,1920.0,28.642135583593700,2082.3100000000000,1.4701133144475900,538.0900000000000,48.53636707932340,800.3028000000000,88551708034575800000.0000000000000000000,
2005,58.16,1.56,26.082220630048500,2.22,23.9,0.0,79.18,1529.0,23.89875082182770,1582.48,1.3614167812929900,999.56,42.99058048156380,441.048,128959739250318000000.00000000000000000000,
2006,72.89,1.83,23.83870338486220,2.82,21.77,0.0,92.32,1925.0,21.76535578846790,1845.31,1.2665660584442300,917.0,55.513969102773900,756.189,109093963318252000000.00000000000000000000,
2007,71.72,1.69,27.572101949844100,2.3,25.11,-0.03,108.98,1886.0,25.11116557543500,2174.3900000000000,1.51952035694367,507.06,51.94528848157180,850.0736,56276896603541700000.0000000000000000000,
2008,86.5,1.8,30.20723432917100,3.5,26.7,0.0,84.64,2549.0,26.697530864197500,1702.02,0.9784971098265900,781.0,60.3707423052671,1231.99,114814766904826000000.00000000000000000000,
2009,41.06,1.58,16.511900086711500,2.6,16.45,0.01,87.61,1191.0,16.44768466591890,1753.84,2.13370677057964,-590.9300000000000,34.28021382439620,990.486,63336911268472000000.0000000000000000000,
2010,80.11,1.54,33.99745843441660,2.3,33.78,0.01,121.08,2205.0,33.77888345420810,2417.62,1.5114217950318300,848.8,52.87463604818880,679.7176,53435248758662800000.00000000000000000000,
2011,65.84,1.57,25.8397178785912,1.6,26.71,0.01,99.71,1673.0,26.711022759544,1999.24,1.5144289185905200,160.5,48.82712974873560,831.825,57211008176411900000.0000000000000000000,
2012,76.33,1.65,28.58060950741070,1.7,28.04,0.0,108.96,2002.0,28.03673094582190,2171.46,1.427485916415560,1189.76,54.51442076299340,787.4970000000000,83412217327477400000.0000000000000000000,
2013,60.75,1.59,26.03467373226860,2.22,24.03,-0.01,81.77,1681.0,24.02990388038450,1634.8300000000000,1.3460082304526700,563.3200000000000,44.93393570764680,562.6044000000000,5357179285673300000.0000000000000000000,
2014,60.17,1.53,25.92543231722800,1.81,25.7,1.0,94.41,1625.0,25.703789140928700,1881.17,1.569054346019610,-114.5,44.570667374723900,889.0992,63152889796100100000.0000000000000000000,
2015,52.57,1.79,17.121858256112700,3.0,16.41,-0.01,86.76,1508.0,16.407103398770300,1749.08,1.6503709339927700,513.6,43.56903911476150,755.6084000000000,59511532104287600000.0000000000000000000,
2016,82.15,1.84,24.3141479104374,3.5,24.26,0.97,108.22,2090.0,24.26453213610590,2149.7,1.3173463177115000,-383.9000000000000,62.17592749157570,1193.873,76992108909286200000.0000000000000000000,
2017,51.21,1.58,25.375352446038700,1.62,20.51,-0.02,115.92,1476.0,20.5135394968755,2317.25,2.263620386643230,871.55,38.21528201238360,346.6,79862990512512800000.0000000000000000000,
2018,65.06,1.53,30.218955171353000,2.69,27.79,0.01,88.8,1893.0,27.7927292921526,1777.5100000000000,1.3648939440516400,84.79000000000000,45.39954776551770,1270.5828,122157212593748000000.00000000000000000000,
2019,78.5,1.72,29.197807298462500,3.11,26.53,0.01,109.39,2205.0,26.534613304488900,2193.72,1.393503184713380,1115.11,55.57972127070700,725.079,106304394545701000000.00000000000000000000,
2020,58.46,1.79,21.540048616579200,2.72,18.25,0.0,101.09,1631.0,18.245373115695500,2031.3,1.7292165583304800,-26.42000000000010,45.86768757874780,1161.1452,122239234499905000000.00000000000000000000,
2021,78.25,1.71,29.23163113850480,3.1,26.76,0.0,109.95,2312.0,26.76037071235590,2184.21,1.405111821086260,1592.0,55.37624863412000,717.32,105604838932030000000.00000000000000000000,
2022,86.07,1.99,19.31615013174880,3.5,21.73,3.99,161.66,2417.0,21.734299638898000,3222.78,1.8782386429650300,359.3800000000000,69.44458958160380,1457.0028,130081913468202000000.000000000000000000,
2023,64.05,1.62,25.17038077488260,2.68,24.41,0.02,83.57,1988.0,24.40557841792410,1671.31,1.3047619047619000,-72.7800000000002,47.92837111368770,1287.44,123917533369826000000.00000000000000000000,
2024,58.37,1.7,21.76868482495020,1.99,20.2,0.04,56.2,1595.0,20.197231833910000,1115.88,0.9628233681685800,960.82,45.66361866767660,649.5936000000000,65566343002328400000.0000000000000000000,
2025,55.85,1.55,20.407077800637500,1.81,23.25,-0.01,86.32,1510.0,23.24661810613940,1731.13,1.5455684870188000,31.59999999999990,44.45264704834400,740.8800000000000,54489107855867800000.0000000000000000000,
2026,85.17,1.67,29.66088928855280,3.48,30.54,0.03,85.83,2436.0,30.538922155688600,1719.29,1.007749207467420,882.6100000000000,59.90782059293960,1460.5406,127334927107422000000.0000000000000000000,
2027,58.65,1.93,23.12493890482550,3.7,15.75,-0.02,103.47,1688.0,15.745389137963400,2062.73,1.7641943734015300,390.9200000000000,45.08722333231980,900.693,58429949893069000000.0000000000000000000,
2028,75.88,1.77,25.018642579408600,1.8,24.22,-0.01,120.55,1976.0,24.22037090235880,2416.63,1.5886926726410100,1006.68,56.895854010744700,1049.3154,101468518262526000000.00000000000000000000,
2029,79.73,1.77,26.34516575090360,3.51,25.45,0.0,102.48,2162.0,25.449264259950800,2043.24,1.2853380158033400,1292.38,58.72499934680460,499.5504,80448310918875600000.0000000000000000000,
2030,82.08,1.87,22.985988449922800,3.5,23.47,-0.02,101.12,2178.0,23.4722182504504,2025.82,1.2319688109161800,341.1000000000000,63.21310068030340,1053.0618,61025534776034000000.0000000000000000000,
2031,61.69,1.88,19.3280151233158,2.91,17.45,-0.03,67.04,1639.0,17.45416478044360,1346.0400000000000,1.0867239422921100,959.82,49.76654747042650,754.2484,125001114614864000000.00000000000000000000,
2032,108.09,1.73,35.0,2.81,36.12,0.02,119.95,2843.0,36.11547328677870,2386.02,1.1097233786659300,1667.76,70.2585,772.6792,95872613623794800000.0000000000000000000,
2033,123.42,1.69,35.0,2.09,43.21,0.02,121.99,3397.0,43.21277266202160,2439.92,0.9884135472370770,1990.66,80.223,956.566,130024158227968000000.00000000000000000000,
2034,58.83,1.79,21.673668166837900,2.4,18.36,-0.02,84.49,1672.0,18.36085016073160,1697.61,1.4361720210776800,-199.28,46.07938101744920,998.7712,89941864672038200000.0000000000000000000,
2035,62.18,1.64,26.666434823545300,2.69,23.12,-0.02,87.18,1900.0,23.118679357525300,1744.1,1.4020585397233800,-869.9300000000000,45.59881082671960,1360.0176,87547004088712400000.0000000000000000000,
2036,121.21,2.0,31.612282198381400,3.3,30.3,-0.02,96.32,3264.0,30.3025,1923.09,0.7946539064433630,2072.61,82.89275274734190,863.4864,82885745489780800000.0000000000000000000,
2037,122.87,1.62,35.0,2.3,46.82,-0.03,93.48,3340.0,46.81832037799120,1858.54,0.7608041018963130,2036.58,79.86550000000000,1035.6944,172158119735992000000.00000000000000000000,
2038,68.16,1.8,21.433677807721400,3.31,21.04,0.04,118.4,2098.0,21.037037037037000,2378.33,1.7370892018779300,647.21,53.550805206257100,744.612,65772393425586400000.0000000000000000000,
2039,127.34,1.62,35.0,3.4,48.52,0.0,119.05,3567.0,48.52156683432400,2369.28,0.9348986964033300,2831.38,82.771,737.1948,112302517040603000000.00000000000000000000,
2040,61.9,1.65,26.066780004108800,2.18,22.74,0.02,110.51,1599.0,22.73645546372820,2213.25,1.7852988691437800,813.6,45.76466317745660,863.8924,116455716299268000000.00000000000000000000,
2041,88.43,1.6,34.2055064766251,3.5,34.54,-0.01,119.44,2388.0,34.54296875000000,2389.63,1.3506728485808000,1052.15,58.18207062272040,1140.1938,58144458947189700000.00000000000000000000,
2042,87.64,1.87,23.590188987998200,3.48,25.06,3.01,125.95,2456.0,25.06219794675280,2525.65,1.4371291647649500,676.23,66.96555837091840,1196.5554,86229683534830800000.0000000000000000000,
2043,53.09,1.66,25.7942827217448,1.71,19.27,2.95,122.32,1411.0,19.266221512556300,2450.37,2.3040120550009400,496.6,39.395815303025700,868.4768,71469627889067100000.0000000000000000000,
2044,55.41,1.61,21.74290784186830,2.72,21.38,0.02,109.49,1403.0,21.37649010454840,2195.32,1.9759971124345800,-795.81,43.362254764820800,1026.3484,57916948671627200000.0000000000000000000,
2045,85.19,1.81,26.43970686622850,3.5,26.0,-0.01,112.35,2269.0,26.00347974726050,2255.75,1.3188167625308100,476.1500000000000,62.66601372066000,1097.8974,105917931429120000000.00000000000000000000,
2046,61.51,1.87,21.28338178549990,3.01,17.59,-0.01,79.78,1872.0,17.589865309273900,1581.54,1.297024874004230,786.3,48.418591863739,756.9870000000000,60404140184112200000.0000000000000000000,
2047,55.37,1.68,22.209343480983200,2.91,19.62,-0.02,106.66,1540.0,19.61805555555560,2126.4,1.9263138883872100,798.78,43.07268651457960,759.0688000000000,66425973462734800000.0000000000000000000,
2048,52.07,1.78,19.87374904331980,2.71,16.43,0.02,84.29,1277.0,16.43416235323820,1687.17,1.618782408296520,-224.20000000000000,41.72173887314340,1000.1884,108329107328536000000.00000000000000000000,
2049,87.81,1.85,30.52601358584270,3.49,25.66,0.0,88.46,2285.0,25.656683710737800,1773.15,1.0074023459742600,41.63000000000010,61.005107470271500,1126.7262,106014431388029000000.00000000000000000000,
2050,63.22,1.62,25.635706626087800,1.89,24.09,-0.01,88.15,1873.0,24.089315653101700,1757.13,1.3943372350522000,1275.14,47.01310627098730,466.53440000000000,73404377265142900000.0000000000000000000,
2051,53.14,1.74,19.16307976142350,1.8,17.55,-0.02,115.34,1428.0,17.551856255780200,2304.09,2.170493037260070,-71.95000000000000,42.95673941477960,997.9922,106401203535795000000.00000000000000000000,
2052,67.05,1.75,17.045999101793400,2.1,21.89,0.01,79.7,1726.0,21.89387755102040,1576.15,1.1886651752423600,235.6000000000000,55.62065760224750,993.9864,109217770153960000000.00000000000000000000,
2053,67.01,1.75,24.58721017063890,1.7,21.88,0.03,80.88,1705.0,21.880816326530600,1625.8000000000000,1.2069840322339900,887.34,50.53411046465490,680.574,124333315472139000000.00000000000000000000,
2054,62.31,1.61,23.16901906153340,2.69,24.04,1.01,126.24,1847.0,24.038424443501400,2534.66,2.025999037072700,380.6000000000000,47.87338422275860,1327.7688000000000,93016189052766100000.0000000000000000000,
2055,76.35,1.73,26.945572957551500,2.1,25.51,4.01,158.75,2166.0,25.51037455310900,3170.36,2.079240340537000,331.20000000000000,55.7770550469094,926.7964,58130216603470000000.0000000000000000000,
2056,54.75,1.75,20.556475966508300,3.59,17.88,1.03,132.47,1362.0,17.877551020408200,2630.5800000000000,2.4195433789954300,345.6,43.49532940833670,402.6288,3929449006093190000.0000000000000000000,
2057,83.39,1.65,28.60340980567580,3.5,30.63,0.01,78.79,2318.0,30.629935720844800,1581.3000000000000,0.9448375104928650,72.90000000000010,59.53761656304690,1064.2088,66506067090272600000.0000000000000000000,
2058,55.65,1.55,26.0995658821714,1.8,23.16,-0.01,86.9,1528.0,23.16337148803330,1720.1,1.5615453728661300,729.47,41.125591586571600,733.3992000000000,53966589918340400000.00000000000000000000,
2059,130.26,1.73,35.0,3.11,43.52,-0.03,100.59,3401.0,43.52300444385040,2001.82,0.7722247812068170,2553.23,84.669,507.122,114504517301533000000.00000000000000000000,
2060,41.19,1.58,21.49505463375000,2.59,16.5,-0.02,87.19,1125.0,16.499759653901600,1754.29,2.116775916484580,161.40000000000000,32.33618699635840,987.8068,65503056990786800000.0000000000000000000,
2061,67.96,1.7,26.23297893848650,2.42,23.52,0.02,100.16,2024.0,23.51557093425610,2012.67,1.473808122424960,1260.8,50.13206751340460,767.8852000000000,114452880654868000000.00000000000000000000,
2062,62.79,1.61,26.85519007197720,2.7,24.22,0.98,127.09,1692.0,24.22360248447210,2538.32,2.024048415352760,-266.21000000000000,45.92762615380550,1331.7544000000000,95321624282376300000.0000000000000000000,
2063,61.35,1.63,25.856951447656100,3.41,23.09,0.0,92.52,1481.0,23.090820128721400,1829.05,1.5080684596577000,1124.6,45.48676028686300,392.9796,118808962800891000000.00000000000000000000,
2064,64.5,1.53,27.10508830085780,2.31,27.55,0.02,93.87,1738.0,27.55350506215560,1880.41,1.4553488372093000,288.3900000000000,47.01721804594670,454.2868,233567885218945000.0000000000000000000,
2065,45.45,1.5,23.08560806996000,1.7,20.2,0.02,113.73,1275.0,20.200000000000000,2261.44,2.5023102310231000,354.30000000000000,34.9575911322032,627.9546,64435368986878100000.0000000000000000000,
2066,66.68,1.74,26.851972005456500,2.09,22.02,-0.02,99.97,1730.0,22.0240454485401,2012.45,1.4992501499700100,917.46,48.7751050667616,853.1526,80259087756250400000.0000000000000000000,
2067,67.92,1.7,25.0739450726236,2.38,23.5,-0.01,100.9,2017.0,23.50173010380620,2009.12,1.4855712603062400,883.94,50.88977650667410,760.242,113963351192561000000.00000000000000000000,
2068,107.78,1.88,31.08173891502460,3.59,30.49,0.0,85.99,2820.0,30.494567677682200,1720.04,0.7978289107441080,2177.6,74.28010179738650,540.0978,135972438506946000000.00000000000000000000,
2069,81.48,1.96,26.58474397799050,3.51,21.21,0.0,72.29,2349.0,21.209912536443200,1444.74,0.887211585665194,-386.5,59.81875060673340,1368.0184,104312980890086000000.00000000000000000000,
2070,41.81,1.78,16.271641139066500,2.58,13.2,0.99,83.91,1191.0,13.19593485671000,1661.0,2.0069361396795000,-418.2000000000000,35.00682683975630,1036.6228,82265558322676400000.0000000000000000000,
2071,72.33,1.66,27.27648158213490,2.51,26.25,3.0,146.28,1980.0,26.2483669618232,2943.26,2.022397345499790,1055.16,52.60092087164180,1027.936,127760757021083000000.00000000000000000000,
2072,63.38,1.77,21.466943156777000,2.7,20.23,0.0,125.46,1845.0,20.230457403683500,2495.67,1.9794887977279900,613.55,49.77425142723470,1121.2628,96737740851663000000.00000000000000000,
2073,65.56,1.77,27.551256396560800,2.31,20.93,0.97,116.09,1837.0,20.926298317852500,2305.41,1.7707443563148300,869.45,47.49739630641480,1013.1534,76193841880918700000.0000000000000000000,
2074,102.39,1.75,35.0,2.21,33.43,0.0,115.34,2769.0,33.4334693877551,2315.4800000000000,1.126477195038580,910.9,66.5535,1032.3738000000000,124861730709970000000.00000000000000000000,
2075,61.8,1.64,24.66357538115740,3.2,22.98,2.98,165.77,1645.0,22.977394408090400,3318.4300000000000,2.6823624595469300,1011.98,46.55791041444470,647.424,63799026066089300000.0000000000000000000,
2076,57.36,1.71,20.073882502649800,3.4,19.62,0.02,72.39,1555.0,19.61629219246950,1434.0,1.262029288702930,325.8500000000000,45.84562099648010,773.2164000000000,66843386934173700000.0000000000000000000,
2077,59.08,1.72,23.268282604999300,1.68,19.97,0.0,97.32,1653.0,19.97025419145480,1955.41,1.6472579553148300,227.4000000000000,45.33309863696640,716.364,55711903885242200000.00000000000000000000,
2078,93.86,1.7,34.5408944951202,2.52,32.48,-0.04,80.35,2466.0,32.477508650519000,1615.39,0.8560622203281480,1681.2,61.43991642688020,762.9346000000000,86431208465837900000.000000000000000000,
2079,55.68,1.55,25.63016174415630,2.7,23.18,0.01,92.34,1395.0,23.175858480749200,1845.4,1.6584051724137900,-1246.4300000000000,41.40912594085380,1220.149,53184474675623300000.00000000000000000000,
2080,44.9,1.5,20.7289909146856,1.7,19.96,0.02,113.55,1132.0,19.95555555555560,2269.28,2.528953229398660,220.37,35.59268307930620,620.2272,63613826165120100000.0000000000000000000,
2081,71.83,1.64,27.925938742858200,1.91,26.71,0.0,69.57,1824.0,26.70657346817370,1404.14,0.968536823054434,-101.59000000000000,51.77079820100500,1005.648,75815419130559300000.0000000000000000000,
2082,55.76,1.82,19.954651371849500,2.0,16.83,-0.01,109.03,1765.0,16.833715734814600,2192.41,1.9553443328550900,443.7000000000000,44.6332863950567,723.4766000000000,56014448380302900000.00000000000000000000,
2083,42.62,1.76,17.529000519657600,2.19,13.76,-0.02,80.56,1169.0,13.759039256198300,1607.31,1.8901923979352400,-116.97000000000000,35.149139978521900,1049.01,107032350753479000000.00000000000000000000,
2084,46.97,1.8,18.448875810576900,2.79,14.5,2.01,129.6,1274.0,14.496913580246900,2600.73,2.7592080051096400,488.22,38.304563031772000,312.832,4062461684863480000.00000000000000000000,
2085,100.91,1.76,29.98797865463150,2.91,32.58,0.99,102.54,2700.0,32.57683367768590,2056.11,1.016153007630560,1959.46,70.64913073961130,567.6048,64826111688676400000.00000000000000000000,
2086,48.72,1.68,20.31401702878710,1.6,17.26,0.99,109.28,1365.0,17.261904761904800,2198.59,2.2430213464696200,553.94,38.82301090357490,819.4014,57718518673032500000.0000000000000000000,
2087,84.29,1.82,27.88462473002620,3.5,25.45,0.0,93.04,2320.0,25.446805941311400,1853.91,1.1038082809348700,333.6000000000000,60.786049815060900,1386.5072000000000,116403307936944000000.00000000000000000000,
2088,43.28,1.75,16.961345170300900,1.69,14.13,-0.03,84.57,1208.0,14.132244897959200,1699.69,1.95402033271719,-169.3500000000000,35.93912981029380,966.1056,81611076929485100000.0000000000000000000,
2089,54.84,1.76,20.94983950957120,3.3,17.7,0.02,123.47,1517.0,17.704028925619800,2476.9,2.25145878920496,124.96000000000000,43.351108012951200,902.1228,85807823444337500000.0000000000000000000,
2090,82.16,1.99,23.30065707074710,3.5,20.75,0.01,77.19,2254.0,20.74695083457490,1552.7,0.939508276533593,602.94,63.01618015067420,1076.43,65835907820337800000.00000000000000000000,
2091,45.53,1.67,21.492877417769100,2.8,16.33,0.0,97.33,1454.0,16.325432966402500,1940.61,2.1377113990775300,-366.0800000000000,35.74429291168970,975.1908,93447391313172600000.0000000000000000000,
2092,75.69,1.67,28.857922920739900,2.19,27.14,1.01,127.22,1995.0,27.13973251102590,2548.78,1.6808032765226600,346.4100000000000,53.847438141292,488.75680000000000,375590517568490000.0000000000000000000,
2093,63.89,1.61,25.40307947314440,1.63,24.65,0.04,113.5,1703.0,24.6479688283631,2264.9,1.776490843637500,278.5900000000000,47.65997252460810,930.732,91775564585178200000.0000000000000000000,
2094,100.6,1.68,35.0,2.9,35.64,-0.01,77.48,2503.0,35.64342403628120,1543.4900000000000,0.770178926441352,1082.2,65.39,1096.0584,137057240731599000000.0000000000000000000,
2095,97.11,1.71,33.853577202467900,2.92,33.21,0.99,104.88,2668.0,33.210218528778100,2108.62,1.080012357120790,910.94,64.23479117868340,745.2522000000000,14054106720021800000.00000000000000000000,
2096,120.96,1.86,35.0,3.21,34.96,0.02,100.54,3134.0,34.963579604578600,1997.52,0.8311838624338630,1708.4,78.624,953.436,111745222103768000000.00000000000000000000,
2097,79.04,1.64,29.13360701509600,2.6,29.39,1.99,127.22,2406.0,29.38726948245090,2536.28,1.6095647773279400,1185.78,56.01279701526810,902.6398,97946921362216200000.000000000000000000,
2098,64.69,1.71,24.917829245526100,2.52,22.12,-0.02,79.2,1574.0,22.12304640744160,1597.95,1.224300510125210,301.72,48.57065626106920,859.3940000000000,119557892137782000000.000000000000000000,
2099,79.2,1.73,29.363848020525,2.31,26.46,0.01,78.53,1978.0,26.46262822012100,1568.14,0.991540404040404,1066.37,55.94383236774420,931.1688,64077713468855700000.00000000000000000000,
2100,65.23,1.52,27.77501468683590,2.08,28.23,0.0,80.85,1763.0,28.233206371191100,1626.11,1.2394603709949400,420.1200000000000,47.11235791977690,932.148,57464271546012500000.0000000000000000000,
2101,124.61,1.84,33.35961282702160,3.51,36.81,-0.03,102.18,3280.0,36.80588374291120,2023.16,0.8199983949923760,1980.76,83.04058645624840,946.08,87302485125157400000.0000000000000000000,
2102,66.9,1.74,24.178702116783300,2.32,22.1,-0.02,74.15,1778.0,22.09671026555690,1489.67,1.108370702541110,894.4,50.72444828387200,984.1228,128016854622335000000.00000000000000000000,
2103,127.95,1.73,35.0,2.92,42.75,0.01,118.53,3243.0,42.75117778743030,2362.46,0.9263774912075030,2073.66,83.1675,347.2896,27913659717823300.000000000000000000,
2104,89.2,1.81,27.8942683999257,3.48,27.23,0.05,112.9,2503.0,27.227496108177400,2269.26,1.265695067264570,1178.02,64.31831258726630,1211.454,100083469502795000000.00000000000000000000,
2105,80.3,1.78,26.355120236203400,3.48,25.34,0.0,72.96,2196.0,25.34402221941670,1445.87,0.9085927770859280,1020.01,59.13683845032860,1054.5538,84870219893011300000.0000000000000000000,
2106,72.99,1.67,27.951901154345600,1.9,26.17,0.98,73.24,1931.0,26.17160887805230,1473.72,1.003425126729690,1025.98,52.58790734744310,958.6164,86209553748772500000.0000000000000000000,
2107,42.13,1.6,16.629696595251800,1.92,16.46,0.0,76.27,1012.0,16.457031250000000,1530.91,1.8103489200094900,-36.1400000000001,35.12390882442040,755.8496000000000,80089121109299600000.0000000000000000000,
2108,63.91,1.53,23.56644936960530,2.69,27.3,0.0,88.08,1865.0,27.30146524840870,1770.4300000000000,1.3781880769832600,-173.93000000000000,48.84868220788530,1270.7568,122293942628166000000.0000000000000000000,
2109,61.87,1.61,23.78850606482220,2.7,23.87,1.02,127.18,1665.0,23.868677905945000,2525.4500000000000,2.055600452561820,207.52,47.15205129769450,1326.2414,96248881639583000000.00000000000000000,
2110,83.47,1.8,25.19420756604940,3.09,25.76,0.0,87.38,2261.0,25.762345679012300,1759.9200000000000,1.0468431771894100,1578.52,62.44039494461860,491.6388,99968801624708500000.000000000000000000,
2111,94.23,1.66,30.36029718679870,2.19,34.2,0.03,81.41,2417.0,34.195819422267400,1623.38,0.8639499097951820,1054.53,65.62149196087960,976.7916,94707818412875800000.0000000000000000000,
2112,72.36,1.78,27.89407532341570,1.77,22.84,0.0,94.51,1906.0,22.83802550183060,1880.88,1.3061083471531200,369.3,52.17584709597640,897.1026,93145365931477800000.0000000000000000000,
2113,58.43,1.62,30.99603025746280,2.0,22.26,0.02,88.07,1607.0,22.26413656454810,1752.6300000000000,1.5072736607906900,320.73,40.31901952056450,833.7854,87160126124453800000.0000000000000000000,
2114,57.66,1.93,18.20039024371180,3.69,15.48,0.0,103.16,1837.0,15.479610190877600,2059.4,1.789108567464450,387.3900000000000,47.16565498547580,893.8068000000000,58315606180249000000.0000000000000000000,
2115,60.14,1.79,19.118953542473600,2.71,18.77,0.0,89.19,1635.0,18.769701320183500,1781.14,1.4830395743265700,-1184.27,48.64186133955640,1361.861,78092483740901100000.0000000000000000000,
2116,98.88,1.7,35.0,2.4,34.21,0.0,100.97,2660.0,34.214532871972300,2014.8,1.0211367313915900,2106.1,64.272,581.4984,78982700096075900000.0000000000000000000,
2117,99.9,1.99,27.138086460094700,2.51,25.23,0.03,78.7,2673.0,25.226635691017900,1573.84,0.7877877877877880,1514.57,72.78905162636540,911.592,77448932894867200000.0000000000000000000,
2118,94.22,1.95,23.757114491439400,3.5,24.78,-0.02,65.3,2471.0,24.778435239973700,1301.13,0.6930587985565700,1689.94,71.83604672616580,658.9738,136815519183057000000.00000000000000000000,
2119,52.96,1.66,19.323016574183100,2.5,19.22,0.0,98.2,1553.0,19.219044854115300,1977.79,1.854229607250760,313.25,42.72653042231260,881.0500000000000,91499495024189900000.000000000000000000,
2120,72.45,1.67,28.88598128617840,1.9,25.98,0.96,73.65,1960.0,25.97798415145760,1463.91,1.0165631469979300,1048.37,51.52210655816380,969.8364,89337821003721100000.0000000000000000000,
2121,52.86,1.64,21.69298315602510,2.29,19.65,2.94,131.07,1436.0,19.65348007138610,2617.69,2.4795686719636800,-29.200000000000000,41.39308910372510,784.9698,94010577312784800000.0000000000000000000,
2122,121.03,1.87,33.05381304821710,3.2,34.61,-0.01,99.69,3326.0,34.61065515170580,1996.69,0.8236800793191770,2068.4,81.0249700677429,947.6016,113091937405284000000.00000000000000000000,
2123,61.68,1.69,19.98032947256280,2.7,21.6,3.97,145.05,1832.0,21.595882497111400,2898.47,2.3516536964980500,-274.0,49.356132781323300,1209.024,61727552651803500000.0000000000000000000,
2124,61.57,1.69,24.68161819915140,2.71,21.56,3.98,145.44,1774.0,21.557368439480400,2914.12,2.362189377943800,-781.7600000000000,46.37352767478250,1200.8752,61129644308204300000.000000000000000000,
2125,68.89,1.99,22.5450536588728,2.41,17.4,-0.02,109.5,1920.0,17.39602535289510,2196.76,1.5894904920888400,666.1600000000000,53.35871253440250,838.8192000000000,112785779318411000000.00000000000000000000,
2126,63.01,1.53,24.80994964836980,2.7,26.92,2.98,146.07,2030.0,26.916997735913500,2919.1,2.3182034597682900,526.9200000000000,47.37725072656220,1377.827,101561450228366000000.00000000000000000000,
2127,79.99,1.98,21.45676613170150,3.49,20.4,-0.03,96.8,2232.0,20.4035302520151,1932.01,1.2101512689086100,288.31000000000000,62.82673277125190,1112.698,60699346068387700000.0000000000000000000,
2128,56.43,1.87,21.566232627208400,3.7,16.14,0.99,109.77,1576.0,16.137150047184600,2217.92,1.9452418926103100,963.32,44.26017492846630,412.982,57661934127153100000.0000000000000000000,
2129,76.42,1.86,24.84432661299540,2.81,22.09,-0.02,83.48,2195.0,22.089258873858200,1648.29,1.092384192619730,1108.39,57.43396560234890,801.5768000000000,96404191953677900000.0000000000000000000,
2130,78.94,1.59,33.722765103382000,1.51,31.23,0.01,100.41,2219.0,31.22503065543290,2024.65,1.2719787180136800,720.3,52.31924922739030,988.0398,98037015813699900000.0000000000000000000,
2131,59.06,1.59,27.39576160730480,1.9,23.36,0.03,79.39,1701.0,23.36141766544040,1599.34,1.3442262106332500,995.44,42.88006319472580,759.1864,96581958830415200000.000000000000000000,
2132,66.74,1.57,25.68269977614480,1.59,27.08,0.01,99.75,1881.0,27.0761491338391,1993.92,1.4946059334731800,365.75,49.59936616940100,833.75,58301327038128100000.0000000000000000000,
2133,71.48,1.69,27.0810289119533,2.31,25.03,-0.01,108.35,1808.0,25.027134904240100,2176.05,1.5158086177951900,885.63,52.12248053373580,848.2816,55315287668056500000.0000000000000000000,
2134,72.15,1.67,23.05200611930610,1.51,25.87,0.97,92.94,2110.0,25.870414858904900,1850.36,1.288149688149690,1051.6,55.51797758492070,1037.1438000000000,92244425392525700000.000000000000000000,
2135,60.81,1.62,23.256108471952600,1.91,23.17,1.0,99.13,1817.0,23.171010516689500,1972.6,1.630159513237950,1069.6800000000000,46.66796043820560,620.534,121911436707345000000.00000000000000000000,
